id|state|city|zip|primary|something|county|area code
785|MI|Gaylord|49735|1|42|Otsego|989
786|MI|Goetzville|49736|1|42|Chippewa|906
787|MI|Grayling|49738|1|42|Crawford|989
788|MI|Harbor Springs|49740|1|42|Emmet|231
789|MI|Hawks|49743|1|42|Presque Isle|989
790|MI|Herron|49744|1|42|Alpena|989
791|MI|Hessel|49745|1|42|Mackinac|906
792|MI|Hillman|49746|1|42|Montmorency|989
793|MI|Hubbard Lake|49747|1|42|Alpena|989
794|MI|Indian River|49749|1|42|Cheboygan|231
795|MI|Johannesburg|49751|1|42|Otsego|989
796|MI|Kinross|49752|1|42|Chippewa|906
797|MI|Lachine|49753|1|42|Alpena|989
798|MI|Levering|49755|1|42|Emmet|231
799|MI|Lewiston|49756|1|42|Montmorency|989
800|MI|Millersburg|49759|1|42|Presque Isle|989
801|MI|Moran|49760|1|42|Mackinac|906
802|MI|Naubinway|49762|1|42|Mackinac|906
803|MI|Onaway|49765|1|42|Presque Isle|989
804|MI|Ossineke|49766|1|42|Alpena|989
805|MI|Paradise|49768|1|42|Chippewa|906
806|MI|Pellston|49769|1|42|Emmet|231
807|MI|Petoskey|49770|1|42|Emmet|231
808|MI|Pickford|49774|1|42|Chippewa|906
809|MI|Posen|49776|1|42|Presque Isle|989
810|MI|Presque Isle|49777|1|42|Presque Isle|989
811|MI|Rogers City|49779|1|42|Presque Isle|989
812|MI|Rudyard|49780|1|42|Chippewa|906
813|MI|Saint Ignace|49781|1|42|Mackinac|906
814|MI|Beaver Island|49782|1|42|Charlevoix|906
815|MI|Sault Sainte Marie|49783|1|42|Chippewa|906
816|MI|Kincheloe|49788|1|42|Chippewa|906
817|MI|Vanderbilt|49795|1|42|Otsego|989
818|MI|Wolverine|49799|1|42|Cheboygan|231
819|MI|Iron Mountain|49801|1|42|Dickinson|906
820|MI|Kingsford|49802|1|42|Dickinson|906
821|MI|Allouez|49805|1|42|Keweenaw|906
822|MI|Au Train|49806|1|42|Alger|906
823|MI|Bark River|49807|1|42|Delta|906
824|MI|Carney|49812|1|42|Menominee|906
825|MI|Champion|49814|1|42|Marquette|906
826|MI|Channing|49815|1|42|Dickinson|906
827|MI|Chatham|49816|1|42|Alger|906
828|MI|Cooks|49817|1|42|Schoolcraft|906
829|MI|Cornell|49818|1|42|Delta|906
830|MI|Curtis|49820|1|42|Mackinac|906
831|MI|Daggett|49821|1|42|Menominee|906
832|MI|Deerton|49822|1|42|Alger|906
833|MI|Engadine|49827|1|42|Mackinac|906
834|MI|Escanaba|49829|1|42|Delta|906
835|MI|Felch|49831|1|42|Dickinson|906
836|MI|Foster City|49834|1|42|Dickinson|906
837|MI|Garden|49835|1|42|Delta|906
838|MI|Germfask|49836|1|42|Schoolcraft|906
839|MI|Gladstone|49837|1|42|Delta|906
840|MI|Gould City|49838|1|42|Mackinac|906
841|MI|Gulliver|49840|1|42|Schoolcraft|906
842|MI|Gwinn|49841|1|42|Marquette|906
843|MI|Hermansville|49847|1|42|Menominee|906
844|MI|Ingalls|49848|1|42|Menominee|906
845|MI|Ishpeming|49849|1|42|Marquette|906
846|MI|Mc Millan|49853|1|42|Luce|906
847|MI|Manistique|49854|1|42|Schoolcraft|906
848|MI|Marquette|49855|1|42|Marquette|906
849|MI|Menominee|49858|1|42|Menominee|906
850|MI|Michigamme|49861|1|42|Marquette|906
851|MI|Munising|49862|1|42|Alger|906
852|MI|Negaunee|49866|1|42|Marquette|906
853|MI|Newberry|49868|1|42|Luce|906
854|MI|Norway|49870|1|42|Dickinson|906
855|MI|Perronville|49873|1|42|Menominee|906
856|MI|Powers|49874|1|42|Menominee|906
857|MI|Quinnesec|49876|1|42|Dickinson|906
858|MI|Rapid River|49878|1|42|Delta|906
859|MI|Republic|49879|1|42|Marquette|906
860|MI|Rock|49880|1|42|Delta|906
861|MI|Sagola|49881|1|42|Dickinson|906
862|MI|Seney|49883|1|42|Schoolcraft|906
863|MI|Shingleton|49884|1|42|Alger|906
864|MI|Skandia|49885|1|42|Marquette|906
865|MI|Spalding|49886|1|42|Menominee|906
866|MI|Stephenson|49887|1|42|Menominee|906
867|MI|Trenary|49891|1|42|Alger|906
868|MI|Vulcan|49892|1|42|Dickinson|906
869|MI|Wallace|49893|1|42|Menominee|906
870|MI|Wells|49894|1|42|Delta|906
871|MI|Wetmore|49895|1|42|Alger|906
872|MI|Wilson|49896|1|42|Menominee|906
873|MI|Atlantic Mine|49905|1|42|Houghton|906
874|MI|Baraga|49908|1|42|Baraga|906
875|MI|Bergland|49910|1|42|Ontonagon|906
876|MI|Bessemer|49911|1|42|Gogebic|906
877|MI|Bruce Crossing|49912|1|42|Ontonagon|906
878|MI|Calumet|49913|1|42|Houghton|906
879|MI|Chassell|49916|1|42|Houghton|906
880|MI|Covington|49919|1|42|Baraga|906
881|MI|Crystal Falls|49920|1|42|Iron|906
882|MI|Dodgeville|49921|1|42|Houghton|906
883|MI|Ewen|49925|1|42|Ontonagon|906
884|MI|Gaastra|49927|1|42|Iron|906
885|MI|Hancock|49930|1|42|Houghton|906
886|MI|Houghton|49931|1|42|Houghton|906
887|MI|Iron River|49935|1|42|Iron|906
888|MI|Ironwood|49938|1|42|Gogebic|906
889|MI|Lake Linden|49945|1|42|Houghton|906
890|MI|Lanse|49946|1|42|Baraga|906
891|MI|Marenisco|49947|1|42|Gogebic|906
892|MI|Mass City|49948|1|42|Ontonagon|906
893|MI|Mohawk|49950|1|42|Keweenaw|906
894|MI|Nisula|49952|1|42|Houghton|906
895|MI|Ontonagon|49953|1|42|Ontonagon|906
896|MI|Pelkie|49958|1|42|Houghton|906
897|MI|Skanee|49962|1|42|Baraga|906
898|MI|Toivola|49965|1|42|Houghton|906
899|MI|Trout Creek|49967|1|42|Ontonagon|906
900|MI|Wakefield|49968|1|42|Gogebic|906
901|MI|Watersmeet|49969|1|42|Gogebic|906
902|MI|Watton|49970|1|42|Baraga|906
